sku_a,sku_b,label,evidence
H8427001_S_9349254002035,H8427001_S_9349254006286,0,disjoint_ean_same_brand_unit_pack
H8427001_S_9349254002035,S6375001_S_9349254004053,0,disjoint_ean_same_brand_unit_pack
H8427001_S_9349254002035,S6375001_S_9349254006286,0,disjoint_ean_same_brand_unit_pack
H8427001_S_9349254002042,H8427001_S_9349254002059,0,disjoint_ean_same_brand_unit_pack
H8427001_S_9349254002042,H8427001_S_9349254002066,0,disjoint_ean_same_brand_unit_pack
H8427001_S_9349254002042,H8427001_S_9349254004053,0,disjoint_ean_same_brand_unit_pack
H8427001_S_9349254002042,H8427001_S_9349254006286,0,disjoint_ean_same_brand_unit_pack
H8427001_S_9349254002042,S6375001_S_9349254004053,0,disjoint_ean_same_brand_unit_pack
H8427001_S_9349254002042,S6375001_S_9349254006286,0,disjoint_ean_same_brand_unit_pack
H8427001_S_9349254002059,H8427001_S_9349254002066,0,disjoint_ean_same_brand_unit_pack
H8427001_S_9349254002059,H8427001_S_9349254004053,0,disjoint_ean_same_brand_unit_pack
H8427001_S_9349254002059,H8427001_S_9349254006286,0,disjoint_ean_same_brand_unit_pack
H8427001_S_9349254002059,S6375001_S_9349254004053,0,disjoint_ean_same_brand_unit_pack
H8427001_S_9349254002059,S6375001_S_9349254006286,0,disjoint_ean_same_brand_unit_pack
H8427001_S_9349254002066,H8427001_S_9349254004053,0,disjoint_ean_same_brand_unit_pack
H8427001_S_9349254002066,H8427001_S_9349254006286,0,disjoint_ean_same_brand_unit_pack
H8427001_S_9349254002066,S6375001_S_9349254004053,0,disjoint_ean_same_brand_unit_pack
H8427001_S_9349254002066,S6375001_S_9349254006286,0,disjoint_ean_same_brand_unit_pack
H8427001_S_9349254004053,H8427001_S_9349254006286,0,disjoint_ean_same_brand_unit_pack
H8427001_S_9349254004053,S6375001_S_9349254006286,0,disjoint_ean_same_brand_unit_pack
H8427001_S_9349254006286,S6375001_S_9349254004053,0,disjoint_ean_same_brand_unit_pack
H8999001_S_LZ_soap_4710942103160,H8999001_S_LZ_soap_4710942103184,0,disjoint_ean_same_brand_unit_pack
H8999001_S_LZ_soap_4710942103160,H8999001_S_LZ_soap_4710942103191,0,disjoint_ean_same_brand_unit_pack
H8999001_S_LZ_soap_4710942103160,H8999001_S_LZ_soap_4710942103450,0,disjoint_ean_same_brand_unit_pack
H8999001_S_LZ_soap_4710942103184,H8999001_S_LZ_soap_4710942103191,0,disjoint_ean_same_brand_unit_pack
H8999001_S_LZ_soap_4710942103184,H8999001_S_LZ_soap_4710942103450,0,disjoint_ean_same_brand_unit_pack
H8999001_S_LZ_soap_4710942103191,H8999001_S_LZ_soap_4710942103450,0,disjoint_ean_same_brand_unit_pack
H9299001_S_6901404712534,H9299001_S_6901404812548,0,disjoint_ean_same_brand_unit_pack
H9299001_S_6901404712534,H9299001_S_6901404912514,0,disjoint_ean_same_brand_unit_pack
H9299001_S_6901404712534,H9357001_S_6901404601258,0,disjoint_ean_same_brand_unit_pack
H9299001_S_6901404812548,H9299001_S_6901404912514,0,disjoint_ean_same_brand_unit_pack
H9299001_S_6901404812548,H9357001_S_6901404601258,0,disjoint_ean_same_brand_unit_pack
H9357001_S_4892368001111,H9357001_S_4892368001135,0,disjoint_ean_same_brand_unit_pack
S6088001_S_9334518002807_3,S6088001_S_9334518002838_3,0,disjoint_ean_same_brand_unit_pack
S6088001_S_9334518002807_3,S6088001_S_9334518002845_3,0,disjoint_ean_same_brand_unit_pack
S6088001_S_9334518002838_3,S6088001_S_9334518002845_3,0,disjoint_ean_same_brand_unit_pack
S6375001_S_4066447452778,S6375001_S_4066447674880,0,disjoint_ean_same_brand_unit_pack
S6375001_S_9329401000107,S6375001_S_9329401000169,0,disjoint_ean_same_brand_unit_pack
S6375001_S_9329401000107,S6375001_S_9329401000183,0,disjoint_ean_same_brand_unit_pack
S6375001_S_9329401000107,S6375001_S_9329401000435,0,disjoint_ean_same_brand_unit_pack
S6375001_S_9329401000107,S6375001_S_9329401000800,0,disjoint_ean_same_brand_unit_pack
S6375001_S_9329401000107,S6375001_S_9329401000817,0,disjoint_ean_same_brand_unit_pack
S6375001_S_9329401000169,S6375001_S_9329401000183,0,disjoint_ean_same_brand_unit_pack
S6375001_S_9329401000169,S6375001_S_9329401000435,0,disjoint_ean_same_brand_unit_pack
S6375001_S_9329401000169,S6375001_S_9329401000800,0,disjoint_ean_same_brand_unit_pack
S6375001_S_9329401000169,S6375001_S_9329401000817,0,disjoint_ean_same_brand_unit_pack
S6375001_S_9329401000183,S6375001_S_9329401000435,0,disjoint_ean_same_brand_unit_pack
S6375001_S_9329401000183,S6375001_S_9329401000800,0,disjoint_ean_same_brand_unit_pack
S6375001_S_9329401000183,S6375001_S_9329401000817,0,disjoint_ean_same_brand_unit_pack
S6375001_S_9329401000435,S6375001_S_9329401000800,0,disjoint_ean_same_brand_unit_pack
S6375001_S_9329401000435,S6375001_S_9329401000817,0,disjoint_ean_same_brand_unit_pack
S6375001_S_9329401000800,S6375001_S_9329401000817,0,disjoint_ean_same_brand_unit_pack
S6375001_S_9349254004053,S6375001_S_9349254006286,0,disjoint_ean_same_brand_unit_pack
S6478006_S_478272_4976631478272,S6478006_S_481166_4976631481166,0,disjoint_ean_same_brand_unit_pack
U0208001_S_4712589152266,U0208001_S_4712589152273,0,disjoint_ean_same_brand_unit_pack
U0208001_S_4712589152266,U0208001_S_4712589152327,0,disjoint_ean_same_brand_unit_pack
U0208001_S_4712589152273,U0208001_S_4712589152327,0,disjoint_ean_same_brand_unit_pack
